Date,Close/Last,Open,High,Low,DailyIncreasingRate,DailyFlucRange,DailyFlucRate,OpenLastCloseRate
2020-04-20,0.8062565508344756,0.8041817450743868,0.80327737167644,0.8071676487206394,0.5482544545674539,-0.0038902770441994194,-0.482511061792054,0.2895054282267895
2020-04-19,0.8018603159329644,0.8000640051204096,0.7997440818937941,0.8019246190858058,0.22452088846121043,-0.0021805371920117222,-0.2719347932157819,0.0
2020-04-17,0.8000640051204096,0.8028904054596547,0.7985944737262418,0.8059316569954869,-0.024001920153604583,-0.00733718326924504,-0.9170745368229375,0.3291850662384574
2020-04-16,0.8002560819462228,0.8028904054596547,0.7985944737262418,0.8032128514056224,-0.20806658130601008,-0.004618377679380559,-0.5771124748153946,0.1204335608189604
2020-04-15,0.8019246190858058,0.7991050023973149,0.7980845969672786,0.8019246190858058,1.1226944667201089,-0.0038400221185271866,-0.47885075818034023,0.7671408023013946
2020-04-14,0.7930214115781127,0.7922047056959518,0.791702953052015,0.7933359777865927,-0.3885804916732738,-0.001633024734577715,-0.20592441903024983,-0.49116691753150094
2020-04-13,0.7961149590000797,0.7995522507395859,0.7957348611442667,0.7997440818937941,-0.7483480614600801,-0.004009220749527365,-0.5035982183481322,-0.3198209002958352
2020-04-12,0.8021175904387584,0.8030838419530999,0.8017317405596087,0.8030193527664016,-0.10427528675702735,-0.0012876122067928542,-0.1605266138208651,0.01606167683906287
2020-04-10,0.8029548739360848,0.8028904054596547,0.8008328661808282,0.8034709946970915,0.08029548739361125,-0.0026381285162633272,-0.3285525254154348,0.07226013649136515
2020-04-09,0.8023106546854942,0.8028904054596547,0.8016032064128256,0.8034709946970915,-0.5215019255455755,-0.0018677882842659255,-0.23280113175090494,-0.4496186270574109
2020-04-08,0.8065166545689169,0.8074283407347599,0.8052178114179885,0.8076892011953799,-0.6694088232921946,-0.002471389777391364,-0.3064276184987552,-0.5571255551069645
2020-04-07,0.8119519324455992,0.8105698305909054,0.8095199546668825,0.8122157244964262,-0.40597596622281573,-0.0026957698295436705,-0.33201101220659845,-0.5755045797195576
2020-04-06,0.8152616990053808,0.8177283506419167,0.8146639511201629,0.8217602103706138,-0.2038154247513302,-0.007096259250450876,-0.8704271596603044,0.09812740207703029
2020-04-05,0.8169267216730659,0.8156606851549756,0.8153281695882594,0.8190008190008189,0.22873948206845185,-0.0036726494125595144,-0.4495690145914102,0.0734094616639596
2020-04-03,0.8150623522699486,0.8069722401549386,0.8057368463459833,0.8192692118630183,0.8395142228380337,-0.013532365517034961,-1.6602859252850193,-0.16139444803099323
2020-04-02,0.8082767539605561,0.8069722401549386,0.8057368463459833,0.8084074373484236,0.13740704817328808,-0.00267059100244027,-0.3304055188219102,-0.024209167204668643
2020-04-01,0.8071676487206394,0.8080155138978669,0.8058667096462245,0.8086035416835127,-0.04035838243602319,-0.0027368320372881394,-0.3390661210996275,0.06464124111182784
2020-03-31,0.8074935400516796,0.8052826542116283,0.8036647110825363,0.8087997411840828,-0.29069767441861627,-0.005135030101546478,-0.6359221277755158,-0.5636978579481545
2020-03-30,0.8098477486232589,0.8054123711340206,0.8051529790660226,0.8159934720522236,0.2510528020732261,-0.010840492986201045,-1.3385840739361048,-0.29800257731957813
2020-03-29,0.8078196946441554,0.8028259473346179,0.8019889325527308,0.8089960359194242,0.6220211648759966,-0.007007103366693301,-0.8674093257629639,0.0
2020-03-27,0.8028259473346179,0.8196049504139006,0.8008970046452026,0.8242664029014177,-1.3005780346820761,-0.02336939825621509,-2.9108922467941514,0.7622326038849391
2020-03-26,0.8134049129656743,0.8196049504139006,0.8126777732629014,0.8242664029014177,-3.489507076622733,-0.011588629638516368,-1.4247061277592021,-2.7538726333906856
2020-03-25,0.8428150021070374,0.8413967185527977,0.8403361344537815,0.8490405841399219,-0.4804045512010191,-0.00870444968614037,-1.032782955260555,-0.6478754732856428
2020-03-24,0.8468834688346883,0.8505571149102662,0.8462384700008463,0.8520790729379687,-1.6090785907859062,-0.005840602937122408,-0.6896583948154139,-1.182274389725272
2020-03-23,0.8607333448097779,0.8659508139937652,0.8577064928381508,0.8688852202624033,0.2582200034429327,-0.011178727424252521,-1.298744552149658,0.8659508139937728
